Purchase Doc.Num.,Cal. Year/Month,Agreement No Purchas,Automation flag,Direct/Indirect,Material PO text,Material group,Mat.gr.Hier.lvl 1,Material,Vendor,Purchasing group,Catalog Type Ind.,Purchasing doc. type,Company Code,Country of Plant,Counter PO Items,PO Value in Target Currency,PO Net Value in Target Currency,PO Quantity,,,,,,,,,,,,,,,244
P1/2414806368,8.2023,Not assigned,#,I,COATED FULL THREADED BOLT M27X250 A2-70,37029700,01_TGS,338447,7860798,TCI,#,NB,1554,PR of China,1,"1,139.35","1,139.35",50 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,COATED FULL THREADED BOLT M27X260 A2-70,37029700,01_TGS,338448,7860798,TCI,#,NB,1554,PR of China,1,"1,184.90","1,184.90",50 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,COATED FULL THREADED BOLT M30X190 A2-70,37029700,01_TGS,338449,7860798,TCI,#,NB,1554,PR of China,1,"1,070.97","1,070.97",50 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,COATED FULL THREADED BOLT M30X290 A2-70,37029700,01_TGS,338450,7860798,TCI,#,NB,1554,PR of China,1,"1,640.64","1,640.64",50 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,COATED NUTS M30 A2-70,37029700,01_TGS,338451,7860798,TCI,#,NB,1554,PR of China,1,995.42,995.42,168 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,"COATED THREAD ROD M16X340,DIN976-1,A2-70",23150000,01_TGS,85191110,7860798,TCI,#,NB,1554,PR of China,1,567.11,567.11,69 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,COATED WASHER M30 A2-70,37029700,01_TGS,338453,7860798,TCI,#,NB,1554,PR of China,1,344.56,344.56,168 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,NUTS M42 1.6580,23150000,01_TGS,32717,7860798,TCI,#,NB,1554,PR of China,1,"1,487.93","1,487.93",120 PCE,,,,,,,,,,,,,,,
P1/2414806368,8.2023,Not assigned,#,I,STUD HR M42X420 30CRNIMO8 DIN 2510/4,23150000,01_TGS,85293053,7860798,TCI,#,NB,1554,PR of China,1,"4,220.86","4,220.86",120 PCE,,,,,,,,,,,,,,,
P1/2414806395,8.2023,Not assigned,#,I,LAB W&M WORKSTATION - MAIN PART,32030000,01_TGS,#,11387956,TCS,F,ZAR,1848,PR of China,1,"121,821.78","121,821.78",1 AU,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,BOLT M27X82 51024170 KMB,36130100,01_TGS,56678305,7495188,TCI,#,NB,1554,PR of China,1,536.28,536.28,1 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,CONVEYING EAZ-75/1/2-D 51041527 Z10 KMB,36130100,01_TGS,56677260,7495188,TCI,#,NB,1554,PR of China,1,"3,836.13","3,836.13",7 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,"CONVEYING ELEMENT EAZ-112,5/1/2 1406216",36130100,01_TGS,87078435,7495188,TCI,#,NB,1554,PR of China,2,"7,179.04","7,179.04",8 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,COUPLING SLEEVE ZE60UT-186 51038498 KMB,36130100,01_TGS,56677848,7495188,TCI,#,NB,1554,PR of China,1,"5,529.12","5,529.12",2 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,ELEMENT  7080-1551-094-094-E0 15,36130100,01_TGS,85423410,7495188,TCI,#,NB,1554,PR of China,1,"2,552.20","2,552.20",4 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,ELEMENT AZ-ZB37.5/2/12L 51032776 KMB,36130100,01_TGS,85142489,7495188,TCI,#,NB,1554,PR of China,1,492.24,492.24,1 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,ELEMENT AZ-ZB37.5/2/12R 51032778 KMB,36130100,01_TGS,85142497,7495188,TCI,#,NB,1554,PR of China,1,492.24,492.24,1 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,KNEAD BLOCK EAZ-KB67.5/5/30L-3 51058122,36130100,01_TGS,85752775,7495188,TCI,#,NB,1554,PR of China,1,700.68,700.68,1 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,"KNEAD EAZ-KB93,75/5/45L-D 51054925 Z10",36130100,01_TGS,56677279,7495188,TCI,#,NB,1554,PR of China,1,"1,379.83","1,379.83",2 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,"KNEADING BLOCK EAZ-KB112,5/5/45L-D KMB",36130100,01_TGS,87078443,7495188,TCI,#,NB,1554,PR of China,1,"2,098.13","2,098.13",2 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,"KNEADINGEAZ-KB56,25/5/45R 51024164 A KMB",36130100,01_TGS,56677287,7495188,TCI,#,NB,1554,PR of China,1,479.52,479.52,2 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,"TOOTHED AZ-ZB37,5/2/12R 51024166 A KMB",36132000,01_TGS,56677341,7495188,TCI,#,NB,1554,PR of China,1,628.26,628.26,2 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,"TOOTHED AZ-ZB56,25/3/12L 51024167 A KMB",36130100,01_TGS,56677317,7495188,TCI,#,NB,1554,PR of China,1,728.08,728.08,2 PCE,,,,,,,,,,,,,,,
P1/2414806411,8.2023,Not assigned,#,I,"TOOTHED AZ-ZB56,25/3/12R 51024168 A KMB",36132000,01_TGS,56677325,7495188,TCI,#,NB,1554,PR of China,1,823.99,823.99,2 PCE,,,,,,,,,,,,,,,
P1/2414806503,8.2023,Not assigned,#,I,E251-CT12-PA002,25/,36419900,01_TGS,#,7522173,TCI,#,YK,1554,PR of China,1,"6,579.16","6,579.16",1 AU,,,,,,,,,,,,,,
P1/2414807120,8.2023,Not assigned,#,I,"REDUCTION GEAR,TYPE 2N 15110/WP",36130100,01_TGS,87267149,5024844,TTI,#,NB,422,Thailand,1,"15,300.89","13,031.88",1 SET,,,,,,,,,,,,,,,
P1/2414807290,8.2023,Not assigned,#,I,PM  assigned0R,TYPE 2N 15,25130200,01_TGS,#,11429125,TWI,#,YK,1105,Taiwan,1,"5,816.20","5,816.20",1 AU,,,,,,,,,,,,,,
P1/2414807438,8.2023,4600016946,X,D,TOLUENE,39011102,01_STC,442039,1618107,TWD,#,NB,1105,Taiwan,1,"3,939.02","3,751.45","3,440 KG",,,,,,,,,,,,,,,
P1/2414807571,8.2023,Not assigned,#,I,25K NOTEBOOKS WITH MAGNETIC FLAP CLOSURE,24200000,01_BSP,#,7563446,TWI,#,YK,1105,Taiwan,1,"8,370.09","8,370.09","1,107 U",,,,,,,,,,,,,,,
P1/2414807571,8.2023,Not assigned,#,I,35K NOTEBOOKS,24200000,01_BSP,#,7563446,TWI,#,YK,1105,Taiwan,1,"8,523.20","8,523.20","2,171 U",,,,,,,,,,,,,,,
P1/2414807622,8.2023,Not assigned,X,D,RIBBON 150MM*300M ITWB325,20420000,01_IAP,#,7562825,TCD,C,ZAR,1554,PR of China,1,926.91,926.91,60 ROL,,,,,,,,,,,,,,,
P1/2414807719,8.2023,Not assigned,#,I,SCREW SHAFT ZE75*40D,36130100,01_TGS,63055059,7495188,TCG,#,NB,1705,PR of China,1,"27,789.31","24,592.31",2 PCE,,,,,,,,,,,,,,,
P1/2414807760,8.2023,Not assigned,#,I,CONVEYING ELEMENT EAZ-25/1/2-D,36130100,01_TGS,59256215,7495188,TCG,#,NB,1705,PR of China,1,"1,397.66","1,236.87",10 PCE,,,,,,,,,,,,,,,
P1/2414807760,8.2023,Not assigned,#,I,INSERT ZE40AX-DS-4D,36130100,01_TGS,59256665,7495188,TCG,#,NB,1705,PR of China,1,"3,146.99","2,784.95",1 PCE,,,,,,,,,,,,,,,
P1/2414807760,8.2023,Not assigned,#,I,KNEADING BLOCK EAZ-KB30/5/45L-D KMB,36130100,01_TGS,87010571,7495188,TCG,#,NB,1705,PR of China,1,"1,514.15","1,339.95",5 PCE,,,,,,,,,,,,,,,
P1/2414807760,8.2023,Not assigned,#,I,PACKING RING 41X55X7,23070100,01_TGS,120422,7495188,TCG,#,NB,1705,PR of China,1,745.43,659.67,16 PCE,,,,,,,,,,,,,,,
P1/2414807780,8.2023,Not assigned,X,D,H2SO4 signe,38030402,01_I&E,#,8280254,TCD,C,ZAR,1554,PR of China,1,"7,862.18","7,862.18",35 EA,,,,,,,,,,,,,,,
P1/2414807780,8.2023,Not assigned,X,D,NACLOssign,38030402,01_I&E,#,8280254,TCD,C,ZAR,1554,PR of China,1,"6,739.04","6,739.04",50 EA,,,,,,,,,,,,,,,
P1/2414807845,8.2023,4600008495,X,D,~ 149*350 GHS BLANK PP,20350103,01_IAP,87181163,7562825,TCD,#,NB,1554,PR of China,1,"1,348.13","1,193.03","20,000 PCE",,,,,,,,,,,,,,,
P1/2414807847,8.2023,4600008495,X,D,~ 149*350 SHIPPING PRODUCTION PP,20350103,01_IAP,87181236,7562825,TCD,#,NB,1554,PR of China,1,"1,411.40","1,249.03","20,000 PCE",,,,,,,,,,,,,,,
P1/2414807880,8.2023,Not assigned,#,#,FY2022 CIT TAX FILING CONSULTANCY_COVFS,98200303,01_BSP,#,11433726,TFI,#,YK,1175,PR of China,1,"1,633.60","1,633.60",1 AU,,,,,,,,,,,,,,,
P1/2414807882,8.2023,Not assigned,#,I,"GUIDE ROLL, STEEL CHROME, DIA120X1600MM",36130100,01_TGS,87022359,8087772,TTI,#,NB,422,Thailand,1,"35,792.93","30,851.04",2 PCE,,,,,,,,,,,,,,,
P1/2414807882,8.2023,Not assigned,#,I,"HEATER,BAND,130X51,380-420V,630-770W",36130100,01_TGS,46554,8087772,TTI,#,NB,422,Thailand,1,827.26,446.11,1 PCE,,,,,,,,,,,,,,,
P1/2414807882,8.2023,Not assigned,#,I,MELT TEMPERATURE SENSOR,36130100,01_TGS,51761,8087772,TTI,#,NB,422,Thailand,1,810.67,431.69,1 PCE,,,,,,,,,,,,,,,
P1/2414807882,8.2023,Not assigned,#,I,RUBBER SEALING HAN 6B,36130100,01_TGS,84858758,8087772,TTI,#,NB,422,Thailand,1,761.35,388.8,20 PCE,,,,,,,,,,,,,,,
P1/2414807882,8.2023,Not assigned,#,I,"TE,FE-CUNI J,L=4000MM",36130100,01_TGS,82805061,8087772,TTI,#,NB,422,Thailand,1,337.21,19.98,1 PCE,,,,,,,,,,,,,,,
P1/2414807882,8.2023,Not assigned,#,I,"TE,FE-CUNI J,L=8000 MM.",36130100,01_TGS,82805096,8087772,TTI,#,NB,422,Thailand,1,347.41,28.85,1 PCE,,,,,,,,,,,,,,,
P1/2414807887,8.2023,Not assigned,#,I,"BUTTERFLY VALVE 8""CL150,A216WCB",37010300,01_TGS,#,5005068,TTI,#,YK,422,Thailand,1,"6,467.03","6,467.03",1 SET,,,,,,,,,,,,,,,
P1/2414807924,8.2023,Not assigned,#,I,BURNER BLOCK WITH STAINLESS SLEEVE,36010100,01_TGS,338600,6261920,TTI,#,NB,422,Thailand,1,"8,496.02","8,496.02",1 PCE,,,,,,,,,,,,,,,
P1/2414807924,8.2023,Not assigned,#,I,"KINEDIZER BURNER LE 4""",36010100,01_TGS,338631,6261920,TTI,#,NB,422,Thailand,1,"10,856.03","10,856.03",1 PCE,,,,,,,,,,,,,,,
P1/2414807924,8.2023,Not assigned,#,I,"KINEDIZER BURNER LE 4"",MA-040KDZERLE",36010100,01_TGS,338633,6261920,TTI,#,NB,422,Thailand,1,"20,853.87","20,853.87",1 PCE,,,,,,,,,,,,,,,
P1/2414808643,8.2023,Not assigned,#,I,?2?):(r???,23079900,01_TGS,#,7418856,TCI,#,YK,1554,PR of China,1,"26,324.80","26,324.80",1 AU,,,,,,,,,,,,,,,
P1/2414808717,8.2023,Not assigned,#,#,COVSIssigned7EE,98200202,01_BSP,#,11399436,TCS,F,ZAR,1848,PR of China,1,"13,145.88","13,145.88",1 AU,,,,,,,,,,,,,,,
P1/2414808751,8.2023,4600008495,X,D,~,20350103,01_IAP,72082,7562825,TCD,#,NB,1554,PR of China,1,214.18,189.54,"6,000 PCE",,,,,,,,,,,,,,,
P1/2414808820,8.2023,Not assigned,#,I,"GEARBOX,TYPE:H1SH07 1491/476 RPM",23320000,01_TGS,337713,11304954,TTI,#,NB,422,Thailand,1,"15,734.04","15,734.04",1 SET,,,,,,,,,,,,,,,
P1/2414808825,8.2023,Not assigned,#,I,"CABLE,POWER-CV,4C*35MM2,BLACK",27060000,01_TGS,80949023,5005858,TTI,#,NB,422,Thailand,1,"6,516.52","6,516.52",500 M,,,,,,,,,,,,,,,
P1/2414808871,8.2023,4600011509,X,D,UN1H1 1509871V,4C*,20070203,01_IAP,153686,8006144,TCD,#,NB,1554,PR of China,1,110.84,110.84,500 PCE,,,,,,,,,,,,,,
P1/2414808871,8.2023,4600011509,X,D,ZY??? 1.0L,20070203,01_IAP,44282,8006144,TCD,#,NB,1554,PR of China,1,286.29,253.36,500 PCE,,,,,,,,,,,,,,,
P1/2414808887,8.2023,Not assigned,#,I,"*b??DN300 1?  DN200 2?	",37010200,01_TGS,#,6256460,TCI,#,YK,1554,PR of China,1,"10,245.60","10,245.60",1 AU,,,,,,,,,,,,,,,
P1/2414808905,8.2023,Not assigned,#,I,?^o??y???,37110000,01_TGS,#,7865577,TCI,#,YK,1554,PR of China,1,"7,887.60","7,887.60",1 LOT,,,,,,,,,,,,,,,
P1/2414808918,8.2023,Not assigned,#,I,???)???9(??U,22280000,01_TGS,#,11329899,TCI,#,YK,1554,PR of China,1,"2,311.27","2,311.27",1 AU,,,,,,,,,,,,,,,
P1/2414808985,8.2023,4600011459,X,I,CA LOTUS 9985? ,25141200,01_TGS,#,7747367,TCI,#,YK,1554,PR of China,1,"26,972.38","26,972.38",1 AU,,,,,,,,,,,,,,,
P1/2414809199,8.2023,Not assigned,#,I,"LED EMERGENCY LIGHTING,2*12W,3.2V 12AH",27110000,01_TGS,335360,5005858,TTI,#,NB,422,Thailand,1,"4,122.32","4,122.32",120 PCE,,,,,,,,,,,,,,,
P1/2414809233,8.2023,Not assigned,#,I,CAOPCS8igned3 LIGHTING,,36520000,01_TGS,#,6281999,TCI,#,YK,1554,PR of China,1,"16,960.83","15,009.58",4 SET,,,,,,,,,,,,,,
P1/2414809233,8.2023,Not assigned,#,I,CAOPCS8igned3 LIGHTING,,36520000,01_TGS,#,6281999,TCI,#,YK,1554,PR of China,1,"4,764.54","4,216.40",1 SET,,,,,,,,,,,,,,
P1/2414809375,8.2023,4600011509,X,D,?p7?^? 1180X980,20370402,01_IAP,80277394,8006144,TCD,#,NB,1554,PR of China,1,"5,795.54","5,795.54","15,000 PCE",,,,,,,,,,,,,,,
P1/2414809427,8.2023,Not assigned,#,I,"HYDRAULIC CYLINDER,HZT 2-145 50 X 30",36130100,01_TGS,124282,7495188,TCG,#,NB,1705,PR of China,1,"8,359.63","8,359.63",2 PCE,,,,,,,,,,,,,,,
P1/2414809427,8.2023,Not assigned,#,I,"KNEADING BLOCK,EAZ-KB56.25/5/45L/3E-D(SO",37200100,01_TGS,61029670,7495188,TCG,#,NB,1705,PR of China,1,"2,851.20","2,851.20",5 PCE,,,,,,,,,,,,,,,
P1/2414809436,8.2023,Not assigned,#,I,"3-YS,BALL,6""/4""/6""600#RF,FOR LINE1/8/9",37010401,01_TGS,40757871,5005068,TTI,#,NB,422,Thailand,1,"50,663.62","50,663.62",1 SET,,,,,,,,,,,,,,,
P1/2414810302,8.2023,Not assigned,#,D,~ 148X210MM BLANKET LABEL,20350103,01_IAP,72082,7562825,TCD,#,NB,1554,PR of China,1,94.77,94.77,"3,000 PCE",,,,,,,,,,,,,,,
P1/2414810429,8.2023,Not assigned,#,I,"PU,MC CHILLER,SABROE,UNISAB 3 CONTROLLER",27230200,01_TGS,87243061,7466649,TTI,#,NB,422,Thailand,1,"13,205.62","13,205.62",1 SET,,,,,,,,,,,,,,,
P1/2414810507,8.2023,Not assigned,#,D,"?x	Yo               0200,00 KG",97072140,01_IAP,3383931,9531521,TCD,#,NB,1554,PR of China,1,"2,695.60","2,695.60",800 KG,,,,,,,,,,,,,,,
P1/2414810576,8.2023,Not assigned,#,I,PM  assigned,25049800,01_TGS,#,11349006,TWI,#,YK,1105,Taiwan,1,"4,877.36","4,877.36",1 AU,,,,,,,,,,,,,,,
P1/2414810755,8.2023,Not assigned,#,I,CHILLER HRR024-AN-20,27260000,01_TGS,#,5012196,TTI,#,YK,422,Thailand,1,"5,522.06","5,522.06",1 PCE,,,,,,,,,,,,,,,
P1/2414810802,8.2023,Not assigned,#,I,"HOUSING,ZE40AX-4D-VO, MAT:MAI,",36130100,01_TGS,80303441,5083911,TTI,#,NB,422,Thailand,1,"8,032.72","7,720.68",2 PCE,,,,,,,,,,,,,,,
P1/2414810813,8.2023,Not assigned,#,I,HEAT EXCHANGER / PLATES AND SEALS,23320000,01_TGS,#,7567033,TTI,#,YK,422,Thailand,1,"7,802.68","7,802.68",1 PCE,,,,,,,,,,,,,,,
P1/2414810841,8.2023,Not assigned,#,D,"SULFURIC ACID 30%        1000,00 KG C01",97152520,01_IAP,88185480,8280254,TCD,#,NB,1554,PR of China,1,"1,266.73","1,266.73","1,000 KG",,,,,,,,,,,,,,,
P1/2414810919,8.2023,4600019984,#,I,DYNAMIC WHITE PU COATED GLOVES,21000000,01_TGS,#,11356053,TTI,#,NB,422,Thailand,1,"1,419.96","1,419.96","3,000 PAA",,,,,,,,,,,,,,,
P1/2414810919,8.2023,4600019984,#,I,ROLL POLISH,21000000,01_TGS,#,11356053,TTI,#,NB,422,Thailand,3,"3,786.56","3,786.56","7,200 EA",,,,,,,,,,,,,,,
P1/2414810960,8.2023,4600011509,#,D,?p7?^? 1180X980,20370402,01_IAP,80277394,8006144,TCD,#,NB,1554,PR of China,1,"3,863.52","3,863.52","10,000 PCE",,,,,,,,,,,,,,,
P1/2414811064,8.2023,Not assigned,#,I,"INTERMEDIATE PIECE ASSEMBLY,POS.0011",36419100,01_TGS,85012356,5075341,TTI,#,NB,422,Thailand,1,"7,971.73","7,971.73",1 PCE,,,,,,,,,,,,,,,
P1/2414811064,8.2023,Not assigned,#,I,"REPAIR KIT,VACUUM PUMP,SIHI,LPHA 75330",36419100,01_TGS,84653072,5075341,TTI,#,NB,422,Thailand,1,"9,487.85","9,487.85",1 SET,,,,,,,,,,,,,,,
P1/2414812009,8.2023,Not assigned,#,D,"AMMONIUMPERSULFAT        0025,00 KG BG01",97134325,01_IAP,442799,11348180,TCF,#,NB,1175,PR of China,1,"1,448.43","1,281.79","1,000 KG",,,,,,,,,,,,,,,
P1/2414812273,8.2023,Not assigned,#,I,VICTOR ENGINEER SIB SUPPORT,25029000,01_TGS,#,7318055,TCI,#,YK,1554,PR of China,1,"22,215.59","22,215.59",1 AU,,,,,,,,,,,,,,,
P1/2414812329,8.2023,Not assigned,#,#,Y2023 COVSZ AUDIT FEE,98200401,01_BSP,#,11348348,TCZ,#,YK,1695,PR of China,1,"6,939.20","6,939.20",1 AU,,,,,,,,,,,,,,,
P1/2414812332,8.2023,Not assigned,#,#,Y2023 COVGZ AUDIT FEE,98200401,01_BSP,#,11348348,TCG,#,YK,1705,PR of China,1,"8,493.41","8,493.41",1 AU,,,,,,,,,,,,,,,
P1/2414812338,8.2023,Not assigned,#,#,Y2023 COVQD AUDIT FEE,98200401,01_BSP,#,11348348,TCQ,#,YK,1790,PR of China,1,"7,087.19","7,087.19",1 AU,,,,,,,,,,,,,,,
P1/2414812363,8.2023,Not assigned,#,I,PACKAGING SERVICE FOR PRODUCTION LINE,25049800,01_TGS,#,11263186,TCR,#,YK,1324,PR of China,1,"18,391.16","18,391.16",1 AU,,,,,,,,,,,,,,,
P1/2414812451,8.2023,Not assigned,#,I,?b5`??E5hPAYH20230821002,28020000,01_TGS,#,11247021,TCI,#,YK,1554,PR of China,1,"2,647.22","2,342.67",1 AU,,,,,,,,,,,,,,,
P1/2414812451,8.2023,Not assigned,#,I,?b5`??E5hPAYH20230821003,28020000,01_TGS,#,11247021,TCI,#,YK,1554,PR of China,1,"4,383.57","3,879.26",1 AU,,,,,,,,,,,,,,,
P1/2414812451,8.2023,Not assigned,#,I,?b5`??E5hPAYH20230821004,28020000,01_TGS,#,11247021,TCI,#,YK,1554,PR of China,1,"5,123.65","4,534.20",1 AU,,,,,,,,,,,,,,,
P1/2414812526,8.2023,Not assigned,#,I,CURVED FILTER SCREEN 5 LAYERS/80MICRON,36200990,01_TGS,85425383,7367393,TCI,#,NB,1554,PR of China,1,"20,302.00","20,302.00",50 PCE,,,,,,,,,,,,,,,
P1/2414812595,8.2023,Not assigned,#,I,DUMAG GAS LANCE GE-SINGLE 139 (CAS),36060000,01_TGS,131643,6225599,TCI,#,NB,1554,PR of China,1,"31,975.05","31,975.05",3 PCE,,,,,,,,,,,,,,,
P1/2414812599,8.2023,Not assigned,#,I,2ot assigned9CE,27040000,01_TGS,#,7187868,TCI,#,YK,1554,PR of China,1,"4,701.06","4,701.06",1 SET,,,,,,,,,,,,,,,
P1/2414812658,8.2023,4600011375,X,I,PCS_B221 3#58CE GE,22280000,01_TGS,#,7458770,TCI,#,YK,1554,PR of China,1,701.54,701.54,1 AU,,,,,,,,,,,,,,,
P1/2414812713,8.2023,4600015356,X,I,CO_URC_V911_REPAIR INS FOR OUT OF CISS,25130100,01_TGS,#,7765394,TCI,#,YM,1554,PR of China,1,"1,682.59","1,682.59",1 AU,,,,,,,,,,,,,,,
P1/2414813165,8.2023,4600016946,X,D,ACETONE,39021201,01_STC,442489,1618107,TWD,#,NB,1105,Taiwan,1,"3,681.94","3,506.61","3,200 KG",,,,,,,,,,,,,,,
P1/2414813587,9.2023,Not assigned,#,I,????e?,36030104,01_TGS,#,7895018,TCI,#,YK,1554,PR of China,1,"4,129.01","4,129.01",1 PCE,,,,,,,,,,,,,,,
P1/2414813665,9.2023,Not assigned,#,I,?:?? 50M*50MM,20360102,01_IAP,85847229,7209292,TCY,#,NB,1705,PR of China,1,"1,317.24","1,165.70",432 ROL,,,,,,,,,,,,,,,
P1/2414813666,9.2023,4600018633,#,D,??? 1700*80*8MM,20330301,01_IAP,99916,7848930,TCY,#,NB,1705,PR of China,1,"1,477.64","1,307.65",600 PCE,,,,,,,,,,,,,,,
P1/2414813666,9.2023,4600018633,#,D,??? 900*80*8MM,20330301,01_IAP,99915,7848930,TCY,#,NB,1705,PR of China,1,757.65,670.49,600 PCE,,,,,,,,,,,,,,,
P1/2414813717,9.2023,Not assigned,#,I,GAP SEALING COMPLETE 42,23070100,01_TGS,374556,2180326,TCG,#,NB,1705,PR of China,1,"7,207.20","7,207.20",4 PCE,,,,,,,,,,,,,,,
P1/2414813717,9.2023,Not assigned,#,I,"SEALING BUSHING,50*97*25MM",37029700,01_TGS,121550,2180326,TCG,#,NB,1705,PR of China,1,386.4,386.4,1 PCE,,,,,,,,,,,,,,,
P1/2414813730,9.2023,Not assigned,#,I,HDI5 LVigned0NG,50*97*25,27370000,01_TGS,#,8445032,TCI,#,YK,1554,PR of China,1,"2,575.90","2,575.90",1 AU,,,,,,,,,,,,,,
P1/2414813911,9.2023,4600019356,#,I,"COUPLING,ELEMENT,RUBBER,P/N:1619 6467 08",36430100,01_TGS,40251862,5005807,TTI,#,NB,422,Thailand,1,"6,730.62","6,730.62",2 PCE,,,,,,,,,,,,,,,
P1/2414813969,9.2023,Not assigned,#,I,"SCREEN(EM),304S/S,17.50*87.87 INCHES",36180000,01_TGS,85013654,7567033,TTI,#,NB,422,Thailand,1,"7,129.80","7,129.80",3 PCE,,,,,,,,,,,,,,,
P1/2414813969,9.2023,Not assigned,#,I,SUPPORT SPRINGS ASSEMBLY;KASON #083A11YB,36180000,01_TGS,83754290,7567033,TTI,#,NB,422,Thailand,1,"6,569.87","6,569.87",24 PCE,,,,,,,,,,,,,,,
P1/2414813971,9.2023,Not assigned,#,I,WW-TEST-CHEMIRY-(2023.09-2024.02),25149290,01_TGS,#,11214283,TCI,#,YK,1554,PR of China,1,"37,880.84","37,880.84",1 AU,,,,,,,,,,,,,,,
P1/2414813982,9.2023,Not assigned,#,I,REGLOPLASned2R,32030000,01_TGS,#,7832074,TCS,F,ZAR,1848,PR of China,1,"6,711.51","6,711.51",1 EA,,,,,,,,,,,,,,,
P1/2414814010,9.2023,4600012817,X,I,"SAFETY SPRAY SHIELD,100MM, 50M/ROLL",37060000,01_TGS,83932784,7428878,TCI,#,NB,1554,PR of China,1,871.26,771.03,1 ROL,,,,,,,,,,,,,,,
P1/2414814010,9.2023,4600012817,X,I,"SAFETY SPRAY SHIELD,180MM, 50M/ROLL",37060000,01_TGS,83932806,7428878,TCI,#,NB,1554,PR of China,1,"1,287.95","1,139.78",1 ROL,,,,,,,,,,,,,,,
P1/2414814010,9.2023,4600012817,X,I,"SAFETY SPRAY SHIELD,70MM, 50M/ROLL",37060000,01_TGS,83932776,7428878,TCI,#,NB,1554,PR of China,1,675.54,597.82,1 ROL,,,,,,,,,,,,,,,
P1/2414814055,9.2023,Not assigned,#,I,"DSIV TOC,NH3-N TEST-2023.9",25149290,01_TGS,#,11214283,TCI,#,YK,1554,PR of China,1,"10,249.04","10,249.04",1 AU,,,,,,,,,,,,,,,
P1/2414814072,9.2023,Not assigned,#,I,BLADE SCREW TB 4028 B000526 BRABENDER,36140000,01_TGS,85654579,7777619,TCI,#,NB,1554,PR of China,1,"3,585.65","3,173.14",1 PCE,,,,,,,,,,,,,,,
P1/2414814072,9.2023,Not assigned,#,I,CONCAVE SCREW TC 4023 COMPL. M046651,36140000,01_TGS,87051359,7777619,TCI,#,NB,1554,PR of China,1,"4,165.95","3,686.68",1 PCE,,,,,,,,,,,,,,,
P1/2414814072,9.2023,Not assigned,#,I,SCREW TUBE 420T NR:M034423,36140000,01_TGS,21218,7777619,TCI,#,NB,1554,PR of China,1,"1,918.59","1,697.87",1 PCE,,,,,,,,,,,,,,,
P1/2414814072,9.2023,Not assigned,#,I,SCREW TUBE 470 T DDSR40B  BRABENDER,36140000,01_TGS,87196519,7777619,TCI,#,NB,1554,PR of China,1,"1,690.28","1,495.82",1 PCE,,,,,,,,,,,,,,,
P1/2414814077,9.2023,Not assigned,#,I,A621 ssigned70 ,22120200,01_TGS,#,11354768,TCI,#,YK,1554,PR of China,1,"19,192.96","19,192.96",1 AU,,,,,,,,,,,,,,,
P1/2414814077,9.2023,Not assigned,#,I,9'S????,22120200,01_TGS,#,11354768,TCI,#,YK,1554,PR of China,1,"3,095.06","3,095.06",1 AU,,,,,,,,,,,,,,,
P1/2414814077,9.2023,Not assigned,#,I,???6\???6?L5w?,22120200,01_TGS,#,11354768,TCI,#,YK,1554,PR of China,1,"18,687.88","18,687.88",1 AU,,,,,,,,,,,,,,,
P1/2414814106,9.2023,Not assigned,#,I,MM Aassigne,25130200,01_TGS,#,11429125,TWI,#,YK,1105,Taiwan,1,"4,560.26","4,560.26",1 AU,,,,,,,,,,,,,,,
P1/2414814108,9.2023,Not assigned,#,I,C521 ssigned,40011400,01_TGS,#,7726108,TCI,#,NB,1554,PR of China,1,"18,453.96","18,453.96",1 AU,,,,,,,,,,,,,,,
P1/2414814148,9.2023,Not assigned,#,I,MSA assig,40011400,01_TGS,#,7726108,TCI,#,YK,1554,PR of China,1,"6,307.16","6,307.16",25 PCE,,,,,,,,,,,,,,,
